# Known non-vanilla file hashes, used to EXPLAIN a fixture mismatch.
# A path listed here holds mod bytes, not game bytes: the fixture is contaminated.
# Format: sha1 <TAB> relpath <TAB> source
#
# Thinker v5.4 (induktio/thinker, Thinker_v5.4.zip, 2026-04-29). Re-checked after
# Steam depot validation on 2026-08-24: the basename files and german/alphax.txt
# are byte-identical to VANILLA because Thinker redistributes them unchanged, so
# they are intentionally absent here. A hash match only denotes contamination
# when the mod bytes actually differ from the depot bytes.
f59334713b29c9a5132e7fad667ed3875922981e	alphax.txt	thinker-v5.4
7eacd8879f4c3f678ad5b5e72d4f4105363367b3	Changelog.md	thinker-v5.4
308f33b58c78ecd66557cb09894d8db9ee543b88	Details.md	thinker-v5.4
a0152d57680d4a2955d3e8dc34a5a1406083798d	modmenu.txt	thinker-v5.4
a41a5050743c926c421480d14d3f547146fae70e	Readme.md	thinker-v5.4
5cff51d108ec3fc77c94f07e3cc7aa20fca48423	smac_mod/alphax.txt	thinker-v5.4
945010b992f78ffc0090575e05dd395a1a5e9e79	smac_mod/conceptsx.txt	thinker-v5.4
111fef56841bf11617485d91af6b9946443c21ac	smac_mod/helpx.txt	thinker-v5.4
0452d4a4b6d8d7969ef71788f89e004493d75cc9	smac_mod/tutor.txt	thinker-v5.4
ab87464a69ac0c577ba5b772c94e29121f0de456	thinker.dll	thinker-v5.4
b08f69bbb19525e37bd1223fbaafc175c33ea99f	thinker.exe	thinker-v5.4
63f66b049cc67edef3eb50f7afb746966328234c	thinker.ini	thinker-v5.4
